[2020-10-03 09:41:28,343][werkzeug][INFO] -  * Running on http://127.0.0.1:8081/ (Press CTRL+C to quit)
[2020-10-03 09:41:40,424][werkzeug][INFO] - 127.0.0.1 - - [03/Oct/2020 09:41:40] "[37mGET /marked_image/undefined HTTP/1.1[0m" 200 -
[2020-10-03 09:41:40,451][werkzeug][INFO] - 127.0.0.1 - - [03/Oct/2020 09:41:40] "[37mGET /set_filter/none/all/none/no/none/none/all HTTP/1.1[0m" 200 -
[2020-10-03 09:41:40,479][werkzeug][INFO] - 127.0.0.1 - - [03/Oct/2020 09:41:40] "[37mGET /get_label_value_on_image/none/0408_17_04_07___i1206_IN_______SM_______CR_TP1_ID29_CAM0_TP1_THR750_CN1586365449615953000_TCN-29_MN.png HTTP/1.1[0m" 200 -
[2020-10-03 09:41:40,496][werkzeug][INFO] - 127.0.0.1 - - [03/Oct/2020 09:41:40] "[37mGET /marked_image/0408_17_04_07___i1206_IN_______SM_______CR_TP1_ID29_CAM0_TP1_THR750_CN1586365449615953000_TCN-29_MN.png HTTP/1.1[0m" 200 -
[2020-10-03 09:41:41,962][werkzeug][INFO] - 127.0.0.1 - - [03/Oct/2020 09:41:41] "[37mGET /set_filter/none/all/identificable/no/none/none/all HTTP/1.1[0m" 200 -
[2020-10-03 09:41:42,053][werkzeug][INFO] - 127.0.0.1 - - [03/Oct/2020 09:41:42] "[37mGET /get_label_value_on_image/identificable/0408_17_04_07___i1206_IN_______SM_______CR_TP1_ID29_CAM0_TP1_THR750_CN1586365449615953000_TCN-29_MN.png HTTP/1.1[0m" 200 -
[2020-10-03 09:41:42,072][werkzeug][INFO] - 127.0.0.1 - - [03/Oct/2020 09:41:42] "[37mGET /marked_image/0502_16_49_52___i231694_SB________________CR_TP1_ID84062_CAM0_TP1_THR897_CN1588438194464029000_TCN-84062___.png HTTP/1.1[0m" 200 -
[2020-10-03 09:41:42,079][werkzeug][INFO] - 127.0.0.1 - - [03/Oct/2020 09:41:42] "[37mGET /marked_image/0418_08_55_15___i1724__________SM_______CR_TP1_ID1092_CAM0_TP1_THR750_CN1587200114088230000_TCN-1092_MN.png HTTP/1.1[0m" 200 -
[2020-10-03 09:41:42,086][werkzeug][INFO] - 127.0.0.1 - - [03/Oct/2020 09:41:42] "[37mGET /marked_image/0584417__0717__11_38_38_______END.png HTTP/1.1[0m" 200 -
[2020-10-03 09:41:43,686][werkzeug][INFO] - 127.0.0.1 - - [03/Oct/2020 09:41:43] "[37mGET /set_filter/none/all/none/no/none/none/all HTTP/1.1[0m" 200 -
[2020-10-03 09:41:43,708][werkzeug][INFO] - 127.0.0.1 - - [03/Oct/2020 09:41:43] "[37mGET /get_label_value_on_image/none/0408_17_04_07___i1206_IN_______SM_______CR_TP1_ID29_CAM0_TP1_THR750_CN1586365449615953000_TCN-29_MN.png HTTP/1.1[0m" 200 -
[2020-10-03 09:41:45,360][werkzeug][INFO] - 127.0.0.1 - - [03/Oct/2020 09:41:45] "[37mGET /set_filter/none/all/person/no/none/none/all HTTP/1.1[0m" 200 -
[2020-10-03 09:41:45,459][werkzeug][INFO] - 127.0.0.1 - - [03/Oct/2020 09:41:45] "[37mGET /get_label_value_on_image/person/0408_17_04_07___i1206_IN_______SM_______CR_TP1_ID29_CAM0_TP1_THR750_CN1586365449615953000_TCN-29_MN.png HTTP/1.1[0m" 200 -
