[2020-09-12 21:40:54,868][werkzeug][INFO] -  * Running on http://127.0.0.1:8081/ (Press CTRL+C to quit)
[2020-09-12 21:41:27,200][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:27] "[37mGET /marked_image/undefined HTTP/1.1[0m" 200 -
[2020-09-12 21:41:27,224][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:27] "[37mGET /set_filter/none/all/none/no/none HTTP/1.1[0m" 200 -
[2020-09-12 21:41:27,296][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:27] "[37mGET /get_label_value_on_image/none/0103_15_07_56_i4981_id276_cn1578064077907896000_thr540.In%20.jpg HTTP/1.1[0m" 200 -
[2020-09-12 21:41:27,305][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:27] "[37mGET /marked_image/0103_15_07_56_i4981_id276_cn1578064077907896000_thr540.In%20.jpg HTTP/1.1[0m" 200 -
[2020-09-12 21:41:31,880][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:31] "[37mGET /set_filter/none/all/person/no/none HTTP/1.1[0m" 200 -
[2020-09-12 21:41:31,905][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:31] "[37mGET /get_label_value_on_image/person/0103_15_07_56_i4981_id276_cn1578064077907896000_thr540.In%20.jpg HTTP/1.1[0m" 200 -
[2020-09-12 21:41:32,928][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:32] "[37mGET /set_filter/none/all/person/yes/none HTTP/1.1[0m" 200 -
[2020-09-12 21:41:32,936][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:32] "[37mGET /get_label_value_on_image/person/0828__10_32_33__i1379403__gcn1598599707726781__1598599947567973__person___________.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:32,938][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:32] "[37mGET /marked_image/0828__10_32_33__i1379403__gcn1598599707726781__1598599947567973__person___________.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:36,472][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:36] "[37mGET /set_filter/none/all/person/yes/up HTTP/1.1[0m" 200 -
[2020-09-12 21:41:36,477][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:36] "[37mGET /get_label_value_on_image/person/0828__10_32_33__i1379403__gcn1598599707726781__1598599947567973__person___________.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:42,054][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:42] "[37mGET /set_filter/none/all/person/yes/low HTTP/1.1[0m" 200 -
[2020-09-12 21:41:42,058][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:42] "[37mGET /get_label_value_on_image/person/0828__13_08_52__i1557509__gcn1598609330811309__1598609330852444__person___________.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:42,063][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:42] "[37mGET /marked_image/0828__13_08_52__i1557509__gcn1598609330811309__1598609330852444__person___________.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:44,045][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:44] "[37mGET /set_filter/none/all/person/yes/none HTTP/1.1[0m" 200 -
[2020-09-12 21:41:44,050][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:44] "[37mGET /get_label_value_on_image/person/0828__10_32_33__i1379403__gcn1598599707726781__1598599947567973__person___________.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:45,902][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:45] "[37mGET /set_filter/none/all/person/yes/up HTTP/1.1[0m" 200 -
[2020-09-12 21:41:45,907][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:45] "[37mGET /get_label_value_on_image/person/0828__10_32_33__i1379403__gcn1598599707726781__1598599947567973__person___________.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:47,171][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:47] "[37mGET /set_filter/none/all/person/yes/low HTTP/1.1[0m" 200 -
[2020-09-12 21:41:47,174][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:47] "[37mGET /get_label_value_on_image/person/0828__13_08_52__i1557509__gcn1598609330811309__1598609330852444__person___________.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:47,994][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:47] "[37mGET /set_filter/none/all/person/yes/up HTTP/1.1[0m" 200 -
[2020-09-12 21:41:48,000][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:48] "[37mGET /get_label_value_on_image/person/0828__10_32_33__i1379403__gcn1598599707726781__1598599947567973__person___________.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:52,591][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:52] "[37mGET /get_label_value_on_image/person/0908__09_34_58__i0652290__gcn1599546897770884__1599546897770884__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:52,594][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:52] "[37mGET /marked_image/0908__09_34_58__i0652290__gcn1599546897770884__1599546897770884__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:53,306][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:53] "[37mGET /get_label_value_on_image/person/0909__08_15_30__i0505872__gcn1599628505459820__1599628527962759__person__P2_L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:53,315][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:53] "[37mGET /marked_image/0909__08_15_30__i0505872__gcn1599628505459820__1599628527962759__person__P2_L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:55,517][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:55] "[37mGET /get_label_value_on_image/person/0908__19_59_12__i0064066__gcn1599584349092131__1599584350881413__person__P2_L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:55,530][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:55] "[37mGET /marked_image/0908__19_59_12__i0064066__gcn1599584349092131__1599584350881413__person__P2_L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:55,694][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:55] "[37mGET /get_label_value_on_image/person/0909__17_13_55__i1266972__gcn1599660223816338__1599660830639428__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:55,697][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:55] "[37mGET /marked_image/0909__17_13_55__i1266972__gcn1599660223816338__1599660830639428__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:55,868][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:55] "[37mGET /get_label_value_on_image/person/0909__12_03_30__i1120085__gcn1599635255949548__1599642208030700__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:55,873][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:55] "[37mGET /marked_image/0909__12_03_30__i1120085__gcn1599635255949548__1599642208030700__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:56,068][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:56] "[37mGET /get_label_value_on_image/person/0908__17_29_58__i0230386__gcn1599573911882999__1599575393690165__person___________.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:56,074][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:56] "[37mGET /marked_image/0908__17_29_58__i0230386__gcn1599573911882999__1599575393690165__person___________.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:56,268][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:56] "[37mGET /get_label_value_on_image/person/0908__15_45_50__i0963577__gcn1599547326002336__1599569147300822__person_____L1____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:56,273][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:56] "[37mGET /marked_image/0908__15_45_50__i0963577__gcn1599547326002336__1599569147300822__person_____L1____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:56,486][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:56] "[37mGET /get_label_value_on_image/person/0908__14_53_20__i0159836__gcn1599562333359257__1599565998543314__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:56,491][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:56] "[37mGET /marked_image/0908__14_53_20__i0159836__gcn1599562333359257__1599565998543314__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:57,380][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:57] "[37mGET /get_label_value_on_image/person/0908__14_07_10__i0919621__gcn1599563226097094__1599563226097094__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:57,386][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:57] "[37mGET /marked_image/0908__14_07_10__i0919621__gcn1599563226097094__1599563226097094__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:57,573][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:57] "[37mGET /get_label_value_on_image/person/0908__13_20_41__i0892424__gcn1599560387638043__1599560439602176__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:57,578][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:57] "[37mGET /marked_image/0908__13_20_41__i0892424__gcn1599560387638043__1599560439602176__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:57,764][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:57] "[37mGET /get_label_value_on_image/person/0908__11_48_54__i0029181__gcn1599554904708540__1599554932746038__person___________.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:57,770][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:57] "[37mGET /marked_image/0908__11_48_54__i0029181__gcn1599554904708540__1599554932746038__person___________.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:57,962][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:57] "[37mGET /get_label_value_on_image/person/0908__09_34_58__i0652290__gcn1599546897770884__1599546897770884__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:58,157][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:58] "[37mGET /get_label_value_on_image/person/0908__08_27_58__i0571894__gcn1599542036027277__1599542877148010__person_____L1____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:58,162][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:58] "[37mGET /marked_image/0908__08_27_58__i0571894__gcn1599542036027277__1599542877148010__person_____L1____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:58,356][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:58] "[37mGET /get_label_value_on_image/person/0907__16_43_50__i1706091__gcn1599403805944685__1599486228739172__person___________.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:58,363][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:58] "[37mGET /marked_image/0907__16_43_50__i1706091__gcn1599403805944685__1599486228739172__person___________.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:58,556][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:58] "[37mGET /get_label_value_on_image/person/0901__17_38_33__i4343332__gcn1598971027771176__1598971027771176__multy___________.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:58,562][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:58] "[37mGET /marked_image/0901__17_38_33__i4343332__gcn1598971027771176__1598971027771176__multy___________.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:58,757][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:58] "[37mGET /get_label_value_on_image/person/0901__15_01_01__i4320750__gcn1598782501125328__1598961651202243__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:58,760][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:58] "[37mGET /marked_image/0901__15_01_01__i4320750__gcn1598782501125328__1598961651202243__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:58,955][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:58] "[37mGET /get_label_value_on_image/person/0829__17_03_46__i2285711__gcn1598706354976919__1598709817856348__person___________.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:58,961][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:58] "[37mGET /marked_image/0829__17_03_46__i2285711__gcn1598706354976919__1598709817856348__person___________.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:59,138][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:59] "[37mGET /get_label_value_on_image/person/0829__13_31_23__i2245581__gcn1598679274050107__1598697074017814__person__P2_L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:59,145][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:59] "[37mGET /marked_image/0829__13_31_23__i2245581__gcn1598679274050107__1598697074017814__person__P2_L2____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:59,334][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:59] "[37mGET /get_label_value_on_image/person/0829__10_35_46__i2184232__gcn1598686514932465__1598686538348038__person_____L1____.png HTTP/1.1[0m" 200 -
[2020-09-12 21:41:59,337][werkzeug][INFO] - 127.0.0.1 - - [12/Sep/2020 21:41:59] "[37mGET /marked_image/0829__10_35_46__i2184232__gcn1598686514932465__1598686538348038__person_____L1____.png HTTP/1.1[0m" 200 -
