[2020-09-28 22:00:59,383][werkzeug][INFO] -  * Running on http://127.0.0.1:8081/ (Press CTRL+C to quit)
[2020-09-28 22:01:06,992][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:06] "[37mGET /set_filter/none/all/none/no/none/none/data_2020_09_26 HTTP/1.1[0m" 200 -
[2020-09-28 22:01:06,999][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:06] "[37mGET /get_label_value_on_image/none/0922__19_05_03__i0001053__gcn0000210__0000210__person__P2_______.png HTTP/1.1[0m" 200 -
[2020-09-28 22:01:09,857][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:09] "[37mGET /set_filter/identificable/all/none/no/none/none/data_2020_09_26 HTTP/1.1[0m" 200 -
[2020-09-28 22:01:09,863][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:09] "[37mGET /get_label_value_on_image/none/0922__19_05_03__i0001053__gcn0000210__0000210__person__P2_______.png HTTP/1.1[0m" 200 -
[2020-09-28 22:01:14,889][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:14] "[37mGET /set_filter/identificable/to_check/none/no/none/none/data_2020_09_26 HTTP/1.1[0m" 200 -
[2020-09-28 22:01:14,895][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:14] "[37mGET /get_label_value_on_image/none/0922__19_08_34__i0003164__gcn0001201__0001278__person__P2_L1____.png HTTP/1.1[0m" 200 -
[2020-09-28 22:01:14,907][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:14] "[37mGET /marked_image/0922__19_08_34__i0003164__gcn0001201__0001278__person__P2_L1____.png HTTP/1.1[0m" 200 -
[2020-09-28 22:01:18,427][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:18] "[37mGET /set_filter/identificable/to_check/none/no/none/%3C00_unident%3E%20or%20%3C01_lowident%3E/data_2020_09_26 HTTP/1.1[0m" 200 -
[2020-09-28 22:01:18,433][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:18] "[37mGET /get_label_value_on_image/none/0922__21_54_18__i0102618__gcn0006791__0006792__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-28 22:01:18,446][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:18] "[37mGET /marked_image/0922__21_54_18__i0102618__gcn0006791__0006792__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-28 22:01:22,608][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:22] "[37mGET /get_label_value_on_image/none/0923__07_29_41__i0447851__gcn0013523__0013556__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-28 22:01:22,629][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:22] "[37mGET /marked_image/0923__07_29_41__i0447851__gcn0013523__0013556__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-28 22:01:23,241][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:23] "[37mGET /get_label_value_on_image/none/0923__10_52_52__i0569828__gcn0044498__0044498__person___________.png HTTP/1.1[0m" 200 -
[2020-09-28 22:01:23,276][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:23] "[37mGET /marked_image/0923__10_52_52__i0569828__gcn0044498__0044498__person___________.png HTTP/1.1[0m" 200 -
[2020-09-28 22:01:23,843][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:23] "[37mGET /get_label_value_on_image/none/0925__06_10_54__i0254492__gcn0003292__0003408__person__P1_______.png HTTP/1.1[0m" 200 -
[2020-09-28 22:01:23,891][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:23] "[37mGET /marked_image/0925__06_10_54__i0254492__gcn0003292__0003408__person__P1_______.png HTTP/1.1[0m" 200 -
[2020-09-28 22:01:24,533][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:24] "[37mGET /get_label_value_on_image/none/0925__13_04_02__i0502393__gcn0080465__0080486__person___________.png HTTP/1.1[0m" 200 -
[2020-09-28 22:01:24,538][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:24] "[37mGET /marked_image/0925__13_04_02__i0502393__gcn0080465__0080486__person___________.png HTTP/1.1[0m" 200 -
[2020-09-28 22:01:25,338][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:25] "[37mGET /get_label_value_on_image/none/0925__21_08_51__i0793336__gcn0161545__0161550__person___________.png HTTP/1.1[0m" 200 -
[2020-09-28 22:01:25,346][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:25] "[37mGET /marked_image/0925__21_08_51__i0793336__gcn0161545__0161550__person___________.png HTTP/1.1[0m" 200 -
[2020-09-28 22:01:30,730][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:30] "[37mGET /set_filter/identificable/to_check/identificable/no/none/%3C00_unident%3E%20or%20%3C01_lowident%3E/data_2020_09_26 HTTP/1.1[0m" 200 -
[2020-09-28 22:01:30,733][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:30] "[37mGET /get_label_value_on_image/identificable/0922__21_54_18__i0102618__gcn0006791__0006792__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-28 22:01:55,991][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:55] "[37mGET /set_value/0922__21_54_18__i0102618__gcn0006791__0006792__person_____L2____.png/identificable/01_lowident HTTP/1.1[0m" 200 -
[2020-09-28 22:01:57,180][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:57] "[37mGET /get_label_value_on_image/identificable/0923__07_29_41__i0447851__gcn0013523__0013556__person_____L2____.png HTTP/1.1[0m" 200 -
[2020-09-28 22:01:58,183][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:58] "[37mGET /get_label_value_on_image/identificable/0923__10_52_52__i0569828__gcn0044498__0044498__person___________.png HTTP/1.1[0m" 200 -
[2020-09-28 22:01:59,174][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:01:59] "[37mGET /get_label_value_on_image/identificable/0925__06_10_54__i0254492__gcn0003292__0003408__person__P1_______.png HTTP/1.1[0m" 200 -
[2020-09-28 22:02:00,336][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:02:00] "[37mGET /get_label_value_on_image/identificable/0925__13_04_02__i0502393__gcn0080465__0080486__person___________.png HTTP/1.1[0m" 200 -
[2020-09-28 22:02:00,898][werkzeug][INFO] - 127.0.0.1 - - [28/Sep/2020 22:02:00] "[37mGET /get_label_value_on_image/identificable/0925__21_08_51__i0793336__gcn0161545__0161550__person___________.png HTTP/1.1[0m" 200 -
