[2020-09-16 18:40:47,846][werkzeug][INFO] -  * Running on http://127.0.0.1:8081/ (Press CTRL+C to quit)
[2020-09-16 18:40:56,598][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:40:56] "[37mGET /set_filter/person/to_check/person/no/none/%3Cclear%3E%20or%20%3Cmulty%3E HTTP/1.1[0m" 200 -
[2020-09-16 18:40:56,620][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:40:56] "[37mGET /get_label_value_on_image/person/0414_13_32_52___i75_SB_______SM_______CR_TP1_ID68_CAM0_TP1_THR717_CN1586871174023923000_TCN-68___.png HTTP/1.1[0m" 200 -
[2020-09-16 18:40:56,668][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:40:56] "[37mGET /marked_image/0414_13_32_52___i75_SB_______SM_______CR_TP1_ID68_CAM0_TP1_THR717_CN1586871174023923000_TCN-68___.png HTTP/1.1[0m" 200 -
[2020-09-16 18:40:58,988][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:40:58] "[37mGET /set_filter/person/to_check/person/no/none/%3Cclear%3E%20or%20%3Cmulty%3E HTTP/1.1[0m" 200 -
[2020-09-16 18:40:58,990][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:40:58] "[37mGET /get_label_value_on_image/person/0414_13_32_52___i75_SB_______SM_______CR_TP1_ID68_CAM0_TP1_THR717_CN1586871174023923000_TCN-68___.png HTTP/1.1[0m" 200 -
[2020-09-16 18:40:59,793][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:40:59] "[37mGET /set_filter/none/to_check/person/no/none/%3Cclear%3E%20or%20%3Cmulty%3E HTTP/1.1[0m" 200 -
[2020-09-16 18:40:59,816][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:40:59] "[37mGET /get_label_value_on_image/person/0103_15_07_56_i4981_id276_cn1578064077907896000_thr540.In%20.jpg HTTP/1.1[0m" 200 -
[2020-09-16 18:40:59,818][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:40:59] "[37mGET /marked_image/0103_15_07_56_i4981_id276_cn1578064077907896000_thr540.In%20.jpg HTTP/1.1[0m" 200 -
[2020-09-16 18:41:00,815][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:00] "[37mGET /set_filter/person/to_check/person/no/none/%3Cclear%3E%20or%20%3Cmulty%3E HTTP/1.1[0m" 200 -
[2020-09-16 18:41:00,818][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:00] "[37mGET /get_label_value_on_image/person/0414_13_32_52___i75_SB_______SM_______CR_TP1_ID68_CAM0_TP1_THR717_CN1586871174023923000_TCN-68___.png HTTP/1.1[0m" 200 -
[2020-09-16 18:41:02,248][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:02] "[37mGET /set_filter/person/all/person/no/none/%3Cclear%3E%20or%20%3Cmulty%3E HTTP/1.1[0m" 200 -
[2020-09-16 18:41:02,277][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:02] "[37mGET /get_label_value_on_image/person/0103_15_07_56_i4981_id276_cn1578064077907896000_thr540.In%20.jpg HTTP/1.1[0m" 200 -
[2020-09-16 18:41:02,279][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:02] "[37mGET /marked_image/0103_15_07_56_i4981_id276_cn1578064077907896000_thr540.In%20.jpg HTTP/1.1[0m" 200 -
[2020-09-16 18:41:03,692][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:03] "[37mGET /set_filter/person/to_check/person/no/none/%3Cclear%3E%20or%20%3Cmulty%3E HTTP/1.1[0m" 200 -
[2020-09-16 18:41:03,695][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:03] "[37mGET /get_label_value_on_image/person/0414_13_32_52___i75_SB_______SM_______CR_TP1_ID68_CAM0_TP1_THR717_CN1586871174023923000_TCN-68___.png HTTP/1.1[0m" 200 -
[2020-09-16 18:41:05,100][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:05] "[37mGET /set_filter/person/to_check/person/no/none/none HTTP/1.1[0m" 200 -
[2020-09-16 18:41:05,104][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:05] "[37mGET /get_label_value_on_image/person/0114_14_09_01_i704333_id23288_tcn-23288_cn1579010944376610000_thr768.Sgl_.jpg HTTP/1.1[0m" 200 -
[2020-09-16 18:41:05,108][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:05] "[37mGET /marked_image/0114_14_09_01_i704333_id23288_tcn-23288_cn1579010944376610000_thr768.Sgl_.jpg HTTP/1.1[0m" 200 -
[2020-09-16 18:41:50,674][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:50] "[37mGET /set_filter/person/to_check/person/no/none/%3Cclear%3E%20or%20%3Cmulty%3E HTTP/1.1[0m" 200 -
[2020-09-16 18:41:50,678][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:50] "[37mGET /get_label_value_on_image/person/0414_13_32_52___i75_SB_______SM_______CR_TP1_ID68_CAM0_TP1_THR717_CN1586871174023923000_TCN-68___.png HTTP/1.1[0m" 200 -
[2020-09-16 18:41:54,133][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:54] "[37mGET /get_label_value_on_image/person/2019-08-29_07-53-30_id2220_leaves_outside_M.jpg HTTP/1.1[0m" 200 -
[2020-09-16 18:41:54,140][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:54] "[37mGET /marked_image/2019-08-29_07-53-30_id2220_leaves_outside_M.jpg HTTP/1.1[0m" 200 -
[2020-09-16 18:41:55,018][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:55] "[37mGET /get_label_value_on_image/person/2019-08-31_11-08-15_id289_appears_way_area.jpg HTTP/1.1[0m" 200 -
[2020-09-16 18:41:55,020][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:55] "[37mGET /marked_image/2019-08-31_11-08-15_id289_appears_way_area.jpg HTTP/1.1[0m" 200 -
[2020-09-16 18:41:55,709][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:55] "[37mGET /get_label_value_on_image/person/2019-09-16_14-19-22_id61433__appears_.jpg HTTP/1.1[0m" 200 -
[2020-09-16 18:41:55,717][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:55] "[37mGET /marked_image/2019-09-16_14-19-22_id61433__appears_.jpg HTTP/1.1[0m" 200 -
[2020-09-16 18:41:56,520][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:56] "[37mGET /get_label_value_on_image/person/0409_17_24_49___i36795__________SM_______CR_TP1_ID6616_CAM0_TP1_THR750_CN1586453087412935000_TCN-6616_MN.png HTTP/1.1[0m" 200 -
[2020-09-16 18:41:56,529][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:56] "[37mGET /marked_image/0409_17_24_49___i36795__________SM_______CR_TP1_ID6616_CAM0_TP1_THR750_CN1586453087412935000_TCN-6616_MN.png HTTP/1.1[0m" 200 -
[2020-09-16 18:41:58,706][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:58] "[37mGET /get_label_value_on_image/person/0105_13_58_23_i703_id296_cn1578232691565068000_thr819.Out%20.jpg HTTP/1.1[0m" 200 -
[2020-09-16 18:41:58,710][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:58] "[37mGET /marked_image/0105_13_58_23_i703_id296_cn1578232691565068000_thr819.Out%20.jpg HTTP/1.1[0m" 200 -
[2020-09-16 18:41:59,455][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:59] "[37mGET /get_label_value_on_image/person/0423_18_22_44___i361923_IB________________CR_TP1_ID74081_CAM0_TP1_THR865_CN1587666169011506000_TCN-74081___.png HTTP/1.1[0m" 200 -
[2020-09-16 18:41:59,466][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:41:59] "[37mGET /marked_image/0423_18_22_44___i361923_IB________________CR_TP1_ID74081_CAM0_TP1_THR865_CN1587666169011506000_TCN-74081___.png HTTP/1.1[0m" 200 -
[2020-09-16 18:42:01,503][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:42:01] "[37mGET /get_label_value_on_image/person/0506_07_21_10___i5___________________CR_TP1_ID1000000105_CAM0_TP1_THR650_CN-1000000105_TCN-1000000105_MN.png HTTP/1.1[0m" 200 -
[2020-09-16 18:42:01,512][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:42:01] "[37mGET /marked_image/0506_07_21_10___i5___________________CR_TP1_ID1000000105_CAM0_TP1_THR650_CN-1000000105_TCN-1000000105_MN.png HTTP/1.1[0m" 200 -
[2020-09-16 18:42:02,281][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:42:02] "[37mGET /get_label_value_on_image/person/0327_15_24_09___i1833502_OUTB_LOOK_CLR_TP1_ID1002465_CAM0_TP1_THR802_CN1585322655294005000_TCN-1002465.png HTTP/1.1[0m" 200 -
[2020-09-16 18:42:02,284][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:42:02] "[37mGET /marked_image/0327_15_24_09___i1833502_OUTB_LOOK_CLR_TP1_ID1002465_CAM0_TP1_THR802_CN1585322655294005000_TCN-1002465.png HTTP/1.1[0m" 200 -
[2020-09-16 18:42:03,193][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:42:03] "[37mGET /get_label_value_on_image/person/0424_14_23_44___i2563015___________________CR_TP1_ID621392_CAM0_TP1_THR521_CN-621392_TCN-621392___.png HTTP/1.1[0m" 200 -
[2020-09-16 18:42:03,197][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:42:03] "[37mGET /marked_image/0424_14_23_44___i2563015___________________CR_TP1_ID621392_CAM0_TP1_THR521_CN-621392_TCN-621392___.png HTTP/1.1[0m" 200 -
[2020-09-16 18:42:04,081][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:42:04] "[37mGET /get_label_value_on_image/person/0506_11_38_38___i36669_SB_______SM_______CR_TP1_ID1912_CAM0_TP1_THR894_CN1588765119814549000_TCN-1912___.png HTTP/1.1[0m" 200 -
[2020-09-16 18:42:04,100][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:42:04] "[37mGET /marked_image/0506_11_38_38___i36669_SB_______SM_______CR_TP1_ID1912_CAM0_TP1_THR894_CN1588765119814549000_TCN-1912___.png HTTP/1.1[0m" 200 -
[2020-09-16 18:42:04,712][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:42:04] "[37mGET /get_label_value_on_image/person/0514_21_17_44___i124939_OT___________________TP1_ID7045_CAM0_TP1_THR992_CN1589491060311431000_TCN-7038___.png HTTP/1.1[0m" 200 -
[2020-09-16 18:42:04,725][werkzeug][INFO] - 127.0.0.1 - - [16/Sep/2020 18:42:04] "[37mGET /marked_image/0514_21_17_44___i124939_OT___________________TP1_ID7045_CAM0_TP1_THR992_CN1589491060311431000_TCN-7038___.png HTTP/1.1[0m" 200 -
