[2020-10-02 07:05:31,961][werkzeug][INFO] -  * Running on http://127.0.0.1:8081/ (Press CTRL+C to quit)
[2020-10-02 07:06:03,211][werkzeug][INFO] - 127.0.0.1 - - [02/Oct/2020 07:06:03] "[37mGET /marked_image/undefined HTTP/1.1[0m" 200 -
[2020-10-02 07:06:03,230][werkzeug][INFO] - 127.0.0.1 - - [02/Oct/2020 07:06:03] "[37mGET /set_filter/none/all/none/no/none/none/all HTTP/1.1[0m" 200 -
[2020-10-02 07:06:03,273][werkzeug][INFO] - 127.0.0.1 - - [02/Oct/2020 07:06:03] "[37mGET /get_label_value_on_image/none/0408_17_04_07___i1206_IN_______SM_______CR_TP1_ID29_CAM0_TP1_THR750_CN1586365449615953000_TCN-29_MN.png HTTP/1.1[0m" 200 -
[2020-10-02 07:06:03,286][werkzeug][INFO] - 127.0.0.1 - - [02/Oct/2020 07:06:03] "[37mGET /marked_image/0408_17_04_07___i1206_IN_______SM_______CR_TP1_ID29_CAM0_TP1_THR750_CN1586365449615953000_TCN-29_MN.png HTTP/1.1[0m" 200 -
[2020-10-02 07:06:03,660][werkzeug][INFO] - 127.0.0.1 - - [02/Oct/2020 07:06:03] "[37mGET /marked_image/undefined HTTP/1.1[0m" 200 -
[2020-10-02 07:06:03,686][werkzeug][INFO] - 127.0.0.1 - - [02/Oct/2020 07:06:03] "[37mGET /set_filter/none/all/none/no/none/none/all HTTP/1.1[0m" 200 -
[2020-10-02 07:06:03,714][werkzeug][INFO] - 127.0.0.1 - - [02/Oct/2020 07:06:03] "[37mGET /get_label_value_on_image/none/0408_17_04_07___i1206_IN_______SM_______CR_TP1_ID29_CAM0_TP1_THR750_CN1586365449615953000_TCN-29_MN.png HTTP/1.1[0m" 200 -
[2020-10-02 07:06:03,720][werkzeug][INFO] - 127.0.0.1 - - [02/Oct/2020 07:06:03] "[37mGET /marked_image/0408_17_04_07___i1206_IN_______SM_______CR_TP1_ID29_CAM0_TP1_THR750_CN1586365449615953000_TCN-29_MN.png HTTP/1.1[0m" 200 -
[2020-10-02 07:06:09,500][werkzeug][INFO] - 127.0.0.1 - - [02/Oct/2020 07:06:09] "[37mGET /set_filter/none/all/none/no/none/none/data_2020_10_01 HTTP/1.1[0m" 200 -
[2020-10-02 07:06:09,506][werkzeug][INFO] - 127.0.0.1 - - [02/Oct/2020 07:06:09] "[37mGET /get_label_value_on_image/none/0923__08_30_18__i0636447__gcn0001507__0001556__person___________.png HTTP/1.1[0m" 200 -
[2020-10-02 07:06:09,509][werkzeug][INFO] - 127.0.0.1 - - [02/Oct/2020 07:06:09] "[37mGET /marked_image/0923__08_30_18__i0636447__gcn0001507__0001556__person___________.png HTTP/1.1[0m" 200 -
